Accession  Genome                                                             Gene_ID_1           Gene_ID_2           Gene_tag_1         Gene_tag_2         Protein_ID_1    Protein_ID_2
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_033580  RHPA001c01a_033740  RPC_3361           RPC_3376           YP_533221.1     YP_533236.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_033840  RHPA001c01a_033940  RPC_3387           RPC_3397           YP_533246.1     YP_533256.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_033960  RHPA001c01a_034060  RPC_3399           RPC_3409           YP_533258.1     YP_533268.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_034810  RHPA001c01a_036380  RPC_3483           RPC_3643           YP_533342.1     YP_533497.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_036450  RHPA001c01a_036610  RPC_3650           RPC_3665           YP_533504.1     YP_533519.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_037310  RHPA001c01a_037870  metH               RPC_3791           YP_533589.1     YP_533644.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_038160  RHPA001c01a_038220  RPC_3820           RPC_3826           YP_533673.1     YP_533679.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_038370  RHPA001c01a_039310  RPC_3840           RPC_3941           YP_533693.1     YP_533786.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_040690  RHPA001c01a_040920  RPC_4079           RPC_4102           YP_533924.1     YP_533947.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_041180  RHPA001c01a_041530  RPC_4128           purU               YP_533973.1     YP_534008.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_041690  RHPA001c01a_042130  RPC_4180           RPC_4224           YP_534024.1     YP_534067.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_042400  RHPA001c01a_042500  RPC_4251           RPC_4260           YP_534094.1     YP_534103.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_042970  RHPA001c01a_043170  RPC_4303           RPC_4322           YP_534145.1     YP_534164.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_043950  RHPA001c01a_044100  RPC_4400           RPC_4414           YP_534242.1     YP_534256.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_044140  RHPA001c01a_044350  RPC_4418           RPC_4438           YP_534260.1     YP_534280.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_044730  RHPA001c01a_045200  RPC_4476           RPC_4523           YP_534318.1     YP_534364.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_045270  RHPA001c01a_046900  RPC_4530           RPC_4692           YP_534371.1     YP_534533.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_048890  RHPA001c01a_049020  RPC_4891           RPC_4903           YP_534732.1     YP_534744.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_005560  RHPA001c01a_005810  RPC_0554           RPC_0578           YP_530448.1     YP_530472.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_006020  RHPA001c01a_006960  RPC_0599           RPC_0694           YP_530493.1     YP_530585.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_008220  RHPA001c01a_008870  RPC_0820           RPC_0885           YP_530710.1     YP_530774.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_000820  RHPA001c01a_000930  RPC_0080           RPC_0091           YP_529978.1     YP_529989.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_009730  RHPA001c01a_009860  RPC_0971           RPC_0984           YP_530860.1     YP_530873.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_009900  RHPA001c01a_011320  RPC_0988           RPC_1135           YP_530877.1     YP_531018.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_011470  RHPA001c01a_012410  RPC_1151           RPC_1245           YP_531033.1     YP_531126.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_012590  RHPA001c01a_012850  RPC_1263           RPC_1289           YP_531144.1     YP_531170.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_000990  RHPA001c01a_001510  RPC_0097           RPC_0152           YP_529995.1     YP_530046.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_014590  RHPA001c01a_014700  RPC_1458           RPC_1469           YP_531339.1     YP_531350.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_014810  RHPA001c01a_014920  RPC_1480           flbT               YP_531361.1     YP_531372.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_015250  RHPA001c01a_015340  RPC_1524           RPC_1533           YP_531405.1     YP_531414.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_015350  RHPA001c01a_015690  RPC_1534           recA               YP_531415.1     YP_531448.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_015790  RHPA001c01a_015850  RPC_1577           RPC_1583           YP_531458.1     YP_531464.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_016390  RHPA001c01a_016460  RPC_1637           RPC_1644           YP_531518.1     YP_531525.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_017370  RHPA001c01a_017470  RPC_1738           RPC_1748           YP_531616.1     YP_531626.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_017890  RHPA001c01a_018000  RPC_1790           RPC_1801           YP_531668.1     YP_531679.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_018040  RHPA001c01a_018140  RPC_1805           RPC_1815           YP_531683.1     YP_531693.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_018530  RHPA001c01a_020540  RPC_1854           RPC_2060           YP_531732.1     YP_531933.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_021380  RHPA001c01a_021560  RPC_2144           RPC_2162           YP_532017.1     YP_532035.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_021580  RHPA001c01a_021750  thiG               RPC_2181           YP_532037.1     YP_532054.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_021970  RHPA001c01a_022190  RPC_2203           RPC_2225           YP_532076.1     YP_532098.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_023480  RHPA001c01a_023730  RPC_2355           RPC_2380           YP_532227.1     YP_532252.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_023910  RHPA001c01a_023940  RPC_2397           RPC_2399           YP_532268.1     YP_532270.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_024480  RHPA001c01a_024600  RPC_2454           trpC               YP_532324.1     YP_532336.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_025140  RHPA001c01a_025360  RPC_2520           RPC_2542           YP_532390.1     YP_532411.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_026730  RHPA001c01a_026790  ihfA               RPC_2682           YP_532545.1     YP_532550.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_026800  RHPA001c01a_026880  RPC_2683           RPC_2691           YP_532551.1     YP_532559.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_027070  RHPA001c01a_027410  RPC_2710           RPC_2745           YP_532578.1     YP_532612.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_027800  RHPA001c01a_027880  RPC_2784           RPC_2791           YP_532651.1     YP_532658.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_027910  RHPA001c01a_028050  RPC_2794           RPC_2807           YP_532661.1     YP_532674.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_028250  RHPA001c01a_028310  RPC_2827           RPC_2833           YP_532694.1     YP_532700.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_028980  RHPA001c01a_029430  RPC_2899           RPC_2946           YP_532766.1     YP_532810.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_029540  RHPA001c01a_030590  RPC_2957           guaA               YP_532821.1     YP_532926.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_031100  RHPA001c01a_031160  RPC_3115           thrS               YP_532976.1     YP_532982.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_031290  RHPA001c01a_031350  RPC_3134           RPC_3140           YP_532995.1     YP_533001.1
NC_007925  Rhodopseudomonas_palustris_BisB18                                  RHPA001c01a_032020  RHPA001c01a_032320  RPC_3206           RPC_3235           YP_533067.1     YP_533096.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_016040  RHSP001c01a_016320  RSP_2987           guaA               YP_353049.1     YP_353075.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_001990  RHSP001c01a_002520  RSP_1615           RSP_1663           YP_351661.1     YP_351712.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_017620  RHSP001c01a_017750  opgC               rpsF               YP_353204.1     YP_353214.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_018380  RHSP001c01a_018730  RSP_0204           moaA               YP_353276.1     YP_353308.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_002860  RHSP001c01a_002900  RSP_1697           secE               YP_351746.1     YP_351749.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_022430  RHSP001c01a_022640  RSP_0603           RSP_0623           YP_353678.1     YP_353697.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_025890  RHSP001c01a_025910  dapF               RSP_0937           YP_354019.1     YP_354020.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_005440  RHSP001c01a_005620  RSP_1949           purM               YP_352001.1     YP_352018.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_006140  RHSP001c01a_006920  RSP_2018           pycA               YP_352070.1     YP_352146.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_009520  RHSP001c01a_009820  RSP_2347           RSP_2374           YP_352404.1     YP_352433.1
NC_007493  Rhodobacter_sphaeroides_241_chromosome_1                           RHSP001c01a_013480  RHSP001c01a_013760  RSP_6067           RSP_2766           YP_352798.1     YP_352825.1
NC_007494  Rhodobacter_sphaeroides_241_chromosome_2                           RHSP001c02a_000380  RHSP001c02a_000640  RSP_3836           RSP_3026           YP_354522.1     YP_354542.1
NC_007494  Rhodobacter_sphaeroides_241_chromosome_2                           RHSP001c02a_003790  RHSP001c02a_003910  RSP_3351           RSP_3363           YP_354855.1     YP_354867.1
NC_007494  Rhodobacter_sphaeroides_241_chromosome_2                           RHSP001c02a_005670  RHSP001c02a_005740  RSP_3540           RSP_3547           YP_355042.1     YP_355049.1
NC_007494  Rhodobacter_sphaeroides_241_chromosome_2                           RHSP001c02a_006470  RHSP001c02a_006920  RSP_6189           RSP_3655           YP_355121.1     YP_355166.1
NC_007494  Rhodobacter_sphaeroides_241_chromosome_2                           RHSP001c02a_007800  RHSP001c02a_007980  RSP_3747           RSP_3767           YP_355254.1     YP_355272.1
NC_007494  Rhodobacter_sphaeroides_241_chromosome_2                           RHSP001c02a_008280  RHSP001c02a_008330  RSP_3799           RSP_3794           YP_355302.1     YP_355307.1
NC_014738  Riemerella_anatipestifer_ATCC_11845_=_DSM_15868                    RIAN001c01a_013890  RIAN001c01a_013910  Riean_1378         Riean_1380         YP_004046041.1  YP_004046043.1
NC_014738  Riemerella_anatipestifer_ATCC_11845_=_DSM_15868                    RIAN001c01a_001580  RIAN001c01a_001740  Riean_0165         Riean_0180         YP_004044846.1  YP_004044861.1
NC_014738  Riemerella_anatipestifer_ATCC_11845_=_DSM_15868                    RIAN001c01a_018180  RIAN001c01a_018380  Riean_1797         Riean_1817         YP_004046458.1  YP_004046478.1
NC_014738  Riemerella_anatipestifer_ATCC_11845_=_DSM_15868                    RIAN001c01a_019270  RIAN001c01a_020080  Riean_1908         Riean_1988         YP_004046567.1  YP_004046647.1
NC_000963  Rickettsia_prowazekii_str_Madrid_E                                 RIPR001c01a_007030  RIPR001c01a_007060  RP708              RP710              NP_221067.1     YP_008550190.1
NC_000963  Rickettsia_prowazekii_str_Madrid_E                                 RIPR001c01a_008160  RIPR001c01a_008170  RP822              RP823              NP_221171.1     NP_221172.1
NC_009882  Rickettsia_rickettsii_str_'Sheila_Smith'                           RIRI001c01a_000480  RIRI001c01a_000550  A1G_00230          A1G_00265          YP_001494150.1  YP_001494157.1
NC_009882  Rickettsia_rickettsii_str_'Sheila_Smith'                           RIRI001c01a_011130  RIRI001c01a_011180  A1G_06100          A1G_06135          YP_001495188.1  YP_001495193.1
NC_009882  Rickettsia_rickettsii_str_'Sheila_Smith'                           RIRI001c01a_011810  RIRI001c01a_011850  A1G_06470          recA               YP_001495255.1  YP_001495259.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_022120  SAEN001c01a_022320  yejK               narP               NP_461170.1     NP_461189.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_023790  SAEN001c01a_023810  yfdC               pgtE               NP_461335.1     NP_461336.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_024970  SAEN001c01a_025050  xseA               yfgL               NP_461447.1     NP_461455.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_025680  SAEN001c01a_026250  lepA               rseC               NP_461518.1     NP_461572.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_026520  SAEN001c01a_026540  yfiA               pheA               NP_461595.1     NP_461597.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_026580  SAEN001c01a_026600  yfiR               rplS               NP_461601.1     NP_461603.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_026770  SAEN001c01a_027550  STM2692            iroB               NP_461621.1     NP_461700.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_028810  SAEN001c01a_028910  invF               STM2910            NP_461820.1     NP_461831.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_029150  SAEN001c01a_029280  cysN               cysI               NP_461855.1     NP_461868.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_029290  SAEN001c01a_029320  cysJ               ygcF               NP_461869.1     NP_461872.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_030000  SAEN001c01a_030190  yqeF               STM3038            NP_461936.1     NP_461954.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_031070  SAEN001c01a_031150  STM3126            STM3134            NP_462041.1     NP_462049.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_031930  SAEN001c01a_031950  mug                yqjH               NP_462127.1     NP_462128.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_002640  SAEN001c01a_003090  dnaQ               STM0307            NP_459262.1     NP_459305.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_033650  SAEN001c01a_033810  fis                aroE               NP_462295.1     NP_462305.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_003240  SAEN001c01a_003560  proA               STM0356            NP_459319.1     NP_459351.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_035600  SAEN001c01a_035640  nikR               yhiN               NP_462485.1     NP_462489.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_036380  SAEN001c01a_036560  xylR               aldB               NP_462562.1     NP_462580.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_037240  SAEN001c01a_037380  yicH               mgtB               NP_462648.1     NP_462662.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_037390  SAEN001c01a_037610  mgtC               yicN               NP_462663.1     NP_462685.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_040300  SAEN001c01a_040310  cpxP               fieF               NP_462941.1     NP_462942.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_041620  SAEN001c01a_041880  yjbD               lysC               NP_463059.1     NP_463085.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_042100  SAEN001c01a_042110  STM4242            yjbN               NP_463107.1     NP_463108.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_042780  SAEN001c01a_042910  STM4310            yjdC               NP_463175.1     NP_463186.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_043840  SAEN001c01a_044010  fbp                yjgA               NP_463276.1     NP_463298.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_044430  SAEN001c01a_044700  yjgQ               uxuR               NP_463340.1     NP_463366.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_044800  SAEN001c01a_044950  yjiN               yjiX               NP_463375.1     NP_463390.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_005440  SAEN001c01a_005590  fimD               STM0564            NP_459541.1     NP_459556.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_007090  SAEN001c01a_007240  ybgL               abrB               NP_459699.1     NP_459714.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_007790  SAEN001c01a_007830  ybhE               hutC               NP_459764.1     NP_459768.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_008430  SAEN001c01a_008530  rimO               yliJ               NP_459829.1     NP_459839.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_008590  SAEN001c01a_008610  STM0868            STM0870            NP_459845.1     NP_459847.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_008820  SAEN001c01a_009300  ybjP               STM0932            NP_459868.1     NP_459909.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_010010  SAEN001c01a_010570  pncB               pepN               NP_459979.1     NP_460031.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_010850  SAEN001c01a_010900  yccA               pipC               NP_460059.1     NP_460063.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_012240  SAEN001c01a_012260  potC               potB               NP_460193.1     NP_460195.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_012390  SAEN001c01a_012470  icdA               pagC               NP_460208.1     NP_460215.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_012470  SAEN001c01a_012560  pagC               STM1256            NP_460215.1     NP_460223.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_012830  SAEN001c01a_012920  yeaK               yeaA               NP_460248.1     NP_460257.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_014290  SAEN001c01a_014300  purR               sodB               NP_460393.1     NP_460394.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_015300  SAEN001c01a_015570  STM1536            hdeB               NP_460496.1     NP_460521.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_015620  SAEN001c01a_016010  adhP               STM1607            NP_460526.1     NP_460566.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_016160  SAEN001c01a_016340  mdoD               hrpA               NP_460581.1     NP_460600.3
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_016450  SAEN001c01a_016470  ynaF               ydaO               NP_460611.1     NP_460613.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_018450  SAEN001c01a_018490  pphA               STM1856.1N         NP_460809.1     NP_945162.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_018490  SAEN001c01a_018640  STM1856.1N         STM1873            NP_945162.1     NP_460830.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_019790  SAEN001c01a_019950  dcm                amn                NP_460943.1     NP_460956.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_019950  SAEN001c01a_020010  amn                erfK               NP_460956.1     NP_460960.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_020490  SAEN001c01a_020540  phsC               yeeF               NP_461008.1     NP_461013.1
NC_003197  Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_LT2     SAEN001c01a_021170  SAEN001c01a_021210  baeR               yegQ               NP_461076.1     NP_461080.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_012580  SHBA001c01a_013130  Sbal_1252          smpB               YP_001049639.1  YP_001049694.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_001290  SHBA001c01a_001360  Sbal_0128          Sbal_0136          YP_001048532.1  YP_001048539.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_015430  SHBA001c01a_015460  Sbal_1541          Sbal_1544          YP_001049924.1  YP_001049927.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_016970  SHBA001c01a_017060  sbcB               Sbal_1706          YP_001050075.1  YP_001050084.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_017160  SHBA001c01a_017170  Sbal_1716          Sbal_1717          YP_001050094.1  YP_001050095.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_018260  SHBA001c01a_018350  Sbal_1819          Sbal_1829          YP_001050195.1  YP_001050204.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_018580  SHBA001c01a_018600  Sbal_1852          Sbal_1854          YP_001050227.1  YP_001050229.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_019290  SHBA001c01a_019840  Sbal_1923          Sbal_1979          YP_001050298.1  YP_001050352.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_021320  SHBA001c01a_021450  Sbal_2132          Sbal_2144          YP_001050499.1  YP_001050510.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_021710  SHBA001c01a_021980  Sbal_2169          Sbal_2197          YP_001050535.1  YP_001050562.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_023400  SHBA001c01a_023550  Sbal_2332          Sbal_2347          YP_001050694.1  YP_001050709.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_025470  SHBA001c01a_025490  Sbal_2539          Sbal_2540          YP_001050901.1  YP_001050902.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_027370  SHBA001c01a_027480  Sbal_2715          Sbal_2727          YP_001051072.1  YP_001051083.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_028130  SHBA001c01a_028140  Sbal_2792          Sbal_2793          YP_001051148.1  YP_001051149.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_029040  SHBA001c01a_029220  Sbal_2870          Sbal_2889          YP_001051223.1  YP_001051241.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_029870  SHBA001c01a_030020  Sbal_2955          Sbal_2969          YP_001051306.1  YP_001051320.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_031760  SHBA001c01a_031900  Sbal_3132          Sbal_3146          YP_001051482.1  YP_001051496.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_032750  SHBA001c01a_032760  prfC               Sbal_3233          YP_001051581.1  YP_001051582.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_033400  SHBA001c01a_033420  Sbal_3288          Sbal_3289          YP_001051637.1  YP_001051638.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_036380  SHBA001c01a_036640  Sbal_3585          Sbal_3611          YP_001051929.1  YP_001051955.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_036640  SHBA001c01a_036720  Sbal_3611          Sbal_3619          YP_001051955.1  YP_001051963.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_036720  SHBA001c01a_036870  Sbal_3619          Sbal_3634          YP_001051963.1  YP_001051978.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_038040  SHBA001c01a_038050  Sbal_3752          Sbal_3753          YP_001052095.1  YP_001052096.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_003670  SHBA001c01a_003710  Sbal_0364          Sbal_0369          YP_001048766.1  YP_001048770.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_042920  SHBA001c01a_042940  Sbal_4230          Sbal_4232          YP_001052564.1  YP_001052566.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_043670  SHBA001c01a_043860  Sbal_4305          Sbal_4328          YP_001052639.1  YP_001052658.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_011020  SHBA001c01a_011070  Sbal_1093          Sbal_1099          YP_001049484.1  YP_001049489.1
NC_009052  Shewanella_baltica_OS155                                           SHBA001c01a_001210  SHBA001c01a_001220  Sbal_0120          Sbal_0121          YP_001048524.1  YP_001048525.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_012500  SIME001c01a_012520  SMc01788           SMc01789           NP_385332.1     NP_385333.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_012880  SIME001c01a_012920  SMc01911           nuoA1              NP_385369.1     NP_385370.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_015830  SIME001c01a_015840  gcvT               SMc01242           NP_385655.1     NP_385656.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_015880  SIME001c01a_015890  gst5               nrd                NP_385660.1     NP_385661.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_016500  SIME001c01a_016520  SMc01180           SMc01179           NP_385719.1     NP_385720.1
NC_003047  Sinorhizobium_meliloti_1021                                        SIME001c01a_016680  SIME001c01a_016700  SMc00938           SMc00939           NP_385736.1     NP_385737.1
