organism=Escherichia_coli_300_genomes	genome=GCF_000284495.1_ASM28449v1	contig=NC_011993.1
2715665	OG0001077	0.025	-
2716658	OG0002115	0.025	-
2717468	OG0002116	0.05	-
2718469	OG0002117	0.05	-
2719652	OG0002118	0.025	-
2720759	OG0002119	0.07500000000000001	-
2721688	OG0003039	0.1	-
2722275	OG0003162	0.1	-
2723137	OG0002120	0.175	-
2724007	OG0000701	0.225	-
2724498	OG0002121	0.4250000000000001	-
2725097	OG0002122	0.24999999999999997	-
2725786	OG0002123	0.225	-
2726203	OG0002124	0.225	-
2727144	OG0002125	0.225	-
2728350	OG0002126	0.3	-
2729469	OG0001078	0.35000000000000003	-
2730441	OG0002127	0.37500000000000006	-
2731300	OG0002128	0.3	-
2732655	OG0002129	0.225	-
2733805	OG0002130	0.225	-
2734183	OG0002131	0.225	-
2734542	OG0002132	0.225	-
2735167	OG0002133	0.6000000000000002	-
2736350	OG0006868	0.6750000000000003	-
2736845	OG0007579	0.7000000000000003	-
2737455	OG0000226	2.3249999999999957	+
2738244	OG0000247	3.8749999999999902	+
2740022	OG0004732	5.025000000000004	+
2741839	OG0003598	5.525000000000011	+
2742302	OG0003584	6.075000000000019	+
2743156	OG0000286	8.350000000000051	+
2746388	OG0000047	8.750000000000057	+
2747398	OG0003559	8.95000000000006	+
2748148	OG0003564	7.950000000000045	+
2748768	OG0000239	8.32500000000005	+
2749265	OG0000225	9.225000000000064	+
2749884	OG0012453	7.475000000000039	+
2750381	OG0003806	8.400000000000052	+
2750815	OG0003796	6.425000000000024	+
2751341	OG0004151	6.600000000000026	+
2751809	OG0000117	6.1250000000000195	+
2752155	OG0004688	7.475000000000039	+
2752368	OG0003836	7.725000000000042	+
2752702	OG0003855	6.725000000000028	+
2753355	OG0003847	6.300000000000022	+
2754213	OG0003846	6.500000000000025	+
2755175	OG0003711	6.525000000000025	+
2756618	OG0003669	7.200000000000035	+
2758018	OG0003635	9.975000000000074	+
2758893	OG0009841	7.925000000000045	+
2759837	OG0009021	7.975000000000046	+
2760322	OG0009020	8.075000000000047	+
2760864	OG0004718	8.725000000000056	+
2762318	OG0002786	8.700000000000056	+
2764719	OG0004680	6.525000000000025	+
2765308	OG0004870	6.025000000000018	+
2765670	OG0004652	5.625000000000012	+
2766080	OG0006455	4.725	+
2766639	OG0004563	5.47500000000001	+
2767466	OG0002785	4.524999999999997	+
2768586	OG0008017	3.2249999999999925	+
2770524	OG0003315	3.399999999999992	+
2771667	OG0003316	0.8500000000000004	+
2773048	OG0002134	0.4500000000000001	-
2774426	OG0003040	0.5000000000000001	-
2776003	OG0003041	0.47500000000000014	-
2777055	OG0003042	0.4250000000000001	-
2777611	OG0003043	0.4250000000000001	-
2777999	OG0003044	0.4000000000000001	-
2778410	OG0000702	0.025	-
2778832	OG0003045	0.025	-
2779343	OG0003046	0	-
2780436	OG0003047	0	-
2780870	OG0003048	0	-
2781358	OG0003049	0.05	-
2782247	OG0004595	0.05	-
2783217	OG0004596	0.05	-
2783764	OG0003050	0.05	-
2784089	OG0003051	0.025	-
2785339	OG0002135	0.05	-
2786900	OG0001079	0.05	-
2788338	OG0003052	0.025	-
2789464	OG0003053	0.05	-
2790549	OG0003054	0.15	-
2791829	OG0003055	0.27499999999999997	-
2792913	OG0003163	0.2	-
2793439	OG0003164	0.225	-
2794941	OG0003165	0.27499999999999997	-
2796313	OG0003166	0.47500000000000014	-
2797403	OG0002136	0.35000000000000003	-
2798589	OG0002137	0.025	-
2799654	OG0002138	0.025	-
2800026	OG0002139	0.1	-
2800316	OG0010217	0.07500000000000001	-
2801690	OG0002140	0.1	-
2803333	OG0002141	0.05	-
2805027	OG0002142	0.05	-
2805876	OG0003420	0.07500000000000001	-
2806735	OG0002143	0.125	-
2807671	OG0002144	0.15	-
2808752	OG0003167	0.125	-
2809510	OG0003168	0.07500000000000001	-
2810186	OG0003169	0.07500000000000001	-
2810765	OG0003170	0.07500000000000001	-
2811440	OG0003171	0.05	-
2812073	OG0003056	0.07500000000000001	-
2812935	OG0002145	0.125	-
2814172	OG0000703	0.05	-
2815835	OG0001080	0.07500000000000001	-
2817118	OG0000704	0.2	-
2819035	OG0001081	0.27499999999999997	-
2820577	OG0002146	0.5750000000000002	-
2821496	OG0003655	0.4250000000000001	-
2822988	OG0003614	0.35000000000000003	-
2824438	OG0003656	0.5000000000000001	-
2825623	OG0004681	0.5500000000000002	-
2826270	OG0002147	0.4500000000000001	-
2826703	OG0002148	0.05	-
2827288	OG0002149	0	-
2827943	OG0002150	0	-
2829078	OG0002151	0	-
2830412	OG0002152	0	-
2831790	OG0002153	0.025	-
2833005	OG0002154	0.025	-
2833666	OG0002155	0	-
2834284	OG0002156	0	-
2834899	OG0002157	0	-
2835462	OG0002158	0	-
2836158	OG0002159	0	-
2837221	OG0002160	0.07500000000000001	-
2838839	OG0000353	0.175	-
2840137	OG0004590	0.225	-
2840562	OG0002161	0.7500000000000003	-
2842300	OG0001082	1.2749999999999997	+
2844015	OG0000446	1.5499999999999985	+
2844777	OG0003746	0.9750000000000004	+
2845811	OG0003725	0.7750000000000004	-
2846893	OG0003739	0.8000000000000004	-
2847840	OG0003750	0.7750000000000004	-
2848552	OG0003751	0.8750000000000004	+
2849711	OG0003733	1.724999999999998	+
2851057	OG0005024	1.3499999999999992	+
2852079	OG0005025	1.3749999999999991	+
2853029	OG0000705	1.6249999999999982	+
2854157	OG0002162	0.9750000000000004	+
2855180	OG0002163	0.025	-
2855867	OG0002164	0	-
2856753	OG0002165	0	-
2857514	OG0002166	0.025	-
2858109	OG0002167	0.025	-
2858638	OG0002168	0	-
2859148	OG0002169	0	-
2859662	OG0002170	0	-
2860678	OG0002171	0	-
2861848	OG0002172	0.07500000000000001	-
2863072	OG0002173	1.424999999999999	+
2864500	OG0001083	2.0499999999999967	+
2865797	OG0002174	0.8250000000000004	+
2867552	OG0002175	0.025	-
2868950	OG0002176	0.175	-
2869846	OG0003516	0.2	-
2870603	OG0003517	0.2	-
2871037	OG0003518	0.225	-
2871903	OG0003519	0.27499999999999997	-
2872718	OG0003501	0.24999999999999997	-
2873788	OG0003520	0.225	-
2875242	OG0003521	0.225	-
2876431	OG0003552	0.27499999999999997	-
2877781	OG0003421	0.6250000000000002	-
2879186	OG0000304	1.1749999999999998	+
2880733	OG0002177	1.6249999999999982	+
2881543	OG0004584	1.3499999999999992	+
2883340	OG0004757	1.1	+
2885501	OG0002178	1.3249999999999993	+
2887056	OG0002179	0.325	-
2888498	OG0000706	0.1	-
2889133	OG0003709	0.125	-
2889425	OG0003674	0.175	-
2890744	OG0002180	0.325	-
2892559	OG0000707	0.24999999999999997	-
2894645	OG0002181	0.2	-
2896924	OG0001084	0.15	-
2898285	OG0003317	0.2	-
2899633	OG0002182	0.125	-
2900967	OG0002183	0	-
2901601	OG0002184	0.025	-
2902156	OG0002185	0.025	-
2903212	OG0002186	0	-
2903977	OG0002187	0	-
2905195	OG0002188	0.025	-
2907078	OG0001085	0.025	-
2908464	OG0001086	0.05	-
2909592	OG0002189	0.05	-
2910694	OG0002190	0.025	-
2911619	OG0002191	0.175	-
2913148	OG0003553	0.175	-
2914726	OG0002192	0.2	-
2916432	OG0002193	0.025	-
2917354	OG0002194	0.025	-
2917988	OG0002195	0.05	-
2918948	OG0002196	0.05	-
2919688	OG0002197	0.025	-
2920363	OG0002198	0.025	-
2921286	OG0002199	0.07500000000000001	-
2922194	OG0002200	0.07500000000000001	-
2923018	OG0002201	0.025	-
2923694	OG0002202	0.07500000000000001	-
2924722	OG0002203	0.6250000000000002	-
2930189	OG0004597	1.0250000000000004	+
2931361	OG0004598	2.6999999999999944	+
2936807	OG0004206	4.524999999999997	+
2938465	OG0007020	4.349999999999994	+
2939862	OG0007021	4.299999999999994	+
2941002	OG0005868	5.100000000000005	+
2941848	OG0007022	4.599999999999998	+
2944241	OG0004479	5.250000000000007	+
2946694	OG0004500	5.0000000000000036	+
2948144	OG0004566	3.99999999999999	+
2948984	OG0006365	2.9249999999999936	+
2952637	OG0004640	3.074999999999993	+
2953123	OG0004641	2.1749999999999963	+
2955486	OG0004578	1.8749999999999971	+
2956330	OG0004585	1.6249999999999982	+
2957218	OG0004555	1.6249999999999982	+
2958596	OG0004572	1.6249999999999982	+
2959830	OG0004586	1.649999999999998	+
2961126	OG0001087	1.5999999999999983	+
2962650	OG0002204	0.025	-
2964291	OG0002205	0	-
2966975	OG0002206	0.025	-
2970183	OG0002207	0.025	-
2973487	OG0002208	0	-
2975345	OG0003057	0	-
2975695	OG0002209	0.025	-
2976177	OG0001088	0.025	-
2976701	OG0002210	0.025	-
2977535	OG0002211	0.025	-
2978376	OG0002212	0.025	-
2980088	OG0002213	0	-
2981489	OG0002214	0	-
2982180	OG0002215	0	-
2982783	OG0002216	0	-
2983553	OG0002217	0	-
2984157	OG0002218	0.025	-
2984894	OG0002219	0.025	-
2986042	OG0002220	0.07500000000000001	-
2987711	OG0000447	0.1	-
2989892	OG0001089	0.1	-
2991046	OG0001090	0.125	-
2992266	OG0002221	0.125	-
2993067	OG0002222	0.05	-
2994251	OG0002223	0.07500000000000001	-
2995655	OG0002224	0.07500000000000001	-
2996484	OG0002225	0.05	-
2997779	OG0002226	1.2749999999999997	+
2999239	OG0001091	2.7499999999999942	+
3000699	OG0002227	3.099999999999993	+
3002639	OG0000305	0.5750000000000002	-
3004238	OG0002228	0.325	-
3004913	OG0002229	0.025	-
3006082	OG0001092	0.07500000000000001	-
3008043	OG0002230	0.07500000000000001	-
3009293	OG0003173	0.1	-
3010554	OG0003174	0.07500000000000001	-
3011905	OG0003175	0.05	-
3013112	OG0002231	0.07500000000000001	-
3014431	OG0003176	0.1	-
3015677	OG0003177	0.05	-
3016455	OG0003178	0.05	-
3018615	OG0003179	0.1	-
3020831	OG0003058	0.07500000000000001	-
3021935	OG0003180	0.07500000000000001	-
3023757	OG0003181	0.07500000000000001	-
3026057	OG0003182	0.1	-
3027433	OG0003183	0.1	-
3028810	OG0002232	0.07500000000000001	-
3029774	OG0003184	0.05	-
3030977	OG0003185	0.1	-
3033097	OG0002233	0.125	-
3033885	OG0003059	0.1	-
3034345	OG0003060	0.05	-
3035420	OG0002234	0.025	-
3036629	OG0002235	0.025	-
3038244	OG0001093	0.025	-
3039472	OG0002236	0.025	-
3040300	OG0002237	0	-
3041120	OG0002238	0	-
3041624	OG0002239	0	-
3041942	OG0002240	0	-
3042808	OG0002241	0	-
3043704	OG0002242	0	-
3044353	OG0002243	0.025	-
3045270	OG0002244	0.125	-
3047589	OG0002245	0.15	-
3049338	OG0002246	0.07500000000000001	-
3050104	OG0002247	0.025	-
3051700	OG0002248	0.025	-
3052913	OG0002249	0.025	-
3054161	OG0002250	0	-
3055139	OG0002251	0	-
3055760	OG0002252	0.07500000000000001	-
3056006	OG0010218	0.07500000000000001	-
3056472	OG0001094	0.07500000000000001	-
3057778	OG0002253	0.025	-
3058979	OG0002254	0.15	-
3059480	OG0003867	0.4250000000000001	-
3060182	OG0002255	1.699999999999998	+
3061353	OG0000251	3.4499999999999917	+
3062232	OG0000136	2.9749999999999934	+
3063229	OG0002256	1.3249999999999993	+
3064009	OG0002257	0.125	-
3064896	OG0002258	0.1	-
3066056	OG0002259	0	-
3067392	OG0002260	0	-
3068533	OG0002261	0.05	-
3069630	OG0004047	0.05	-
3070158	OG0004048	0.05	-
3070801	OG0004049	0.05	-
3071481	OG0004050	0.05	-
3072152	OG0004051	0.07500000000000001	-
3072819	OG0001095	0.125	-
3073427	OG0002262	0.175	-
3073925	OG0005667	0.125	-
3074654	OG0001096	0.24999999999999997	-
3076002	OG0003186	0.24999999999999997	-
3076945	OG0003273	0.175	-
3077998	OG0004356	0.15	-
3079666	OG0002263	0.175	-
3081319	OG0002264	0.27499999999999997	-
3082362	OG0002265	0.3	-
3083323	OG0004034	0.07500000000000001	-
3084823	OG0002266	0.1	-
3086424	OG0003365	0.05	-
3087183	OG0002267	0.2	-
3088894	OG0000708	0.225	-
3089937	OG0002268	0.2	-
3090613	OG0003318	0.025	-
3091412	OG0002269	0.025	-
3092266	OG0002270	0.025	-
3093095	OG0001097	0.025	-
3093621	OG0002271	0.05	-
3094493	OG0002272	0.05	-
3095353	OG0002273	0.05	-
3096006	OG0000709	0.025	-
3096431	OG0002274	0.025	-
3096880	OG0002275	0	-
3097738	OG0002276	0.025	-
3098874	OG0002277	0.1	-
3100018	OG0000291	0.07500000000000001	-
3101076	OG0002278	0.1	-
3101783	OG0002279	0.07500000000000001	-
3102305	OG0002280	0.05	-
3103352	OG0002281	0.05	-
3104043	OG0002282	0.05	-
3104785	OG0002283	0.07500000000000001	-
3106155	OG0000710	0.125	-
3107899	OG0002284	0.4500000000000001	-
3109719	OG0001098	1.399999999999999	+
3110582	OG0005099	2.849999999999994	+
3111935	OG0004603	2.7249999999999943	+
3113073	OG0004604	2.549999999999995	+
3114509	OG0004599	2.524999999999995	+
3115727	OG0004612	2.549999999999995	+
3117107	OG0004549	2.6249999999999947	+
3118785	OG0004605	4.099999999999991	+
3120146	OG0000151	4.649999999999999	+
3121390	OG0007076	4.174999999999992	+
3122849	OG0007880	4.424999999999995	+
3124059	OG0004780	4.9250000000000025	+
3125286	OG0008255	5.2750000000000075	+
3126211	OG0004722	5.650000000000013	+
3126440	OG0010219	5.150000000000006	+
3126916	OG0004310	6.1250000000000195	+
3127638	OG0004404	4.02499999999999	+
3129467	OG0003861	3.374999999999992	+
3130326	OG0003870	0.9500000000000004	+
3131400	OG0004076	1.1749999999999998	+
3132188	OG0004098	1.125	+
3132673	OG0004099	1.1749999999999998	+
3133137	OG0004094	2.1249999999999964	+
3139122	OG0003907	2.199999999999996	+
3139883	OG0003926	1.499999999999999	+
3140558	OG0003933	1.4749999999999988	+
3143408	OG0003833	1.5249999999999986	+
3147014	OG0003752	1.3499999999999992	+
3149296	OG0003718	0.8250000000000004	+
3150606	OG0003700	0.5000000000000001	-
3151424	OG0003726	0.175	-
3152573	OG0003719	0.2	-
3153848	OG0003720	0.2	-
3155231	OG0003727	0.2	-
3156191	OG0003728	0.4250000000000001	-
3158012	OG0003990	0.37500000000000006	-
3159312	OG0004005	0.35000000000000003	-
3159925	OG0003997	0.325	-
3160635	OG0003991	0.325	-
3161795	OG0003977	0.27499999999999997	-
3162867	OG0003986	0.225	-
3163713	OG0003987	0.225	-
3164411	OG0003978	0.225	-
3165503	OG0003710	0.24999999999999997	-
3166609	OG0003691	0.15	-
3167363	OG0003692	0.2	-
3168248	OG0003680	0.24999999999999997	-
3169392	OG0003488	0.24999999999999997	-
3171363	OG0002285	0.2	-
3172931	OG0002286	0.05	-
3173621	OG0001099	0.05	-
3173928	OG0001100	0.05	-
3174336	OG0001101	0.07500000000000001	-
3174820	OG0002287	0.125	-
3175918	OG0000354	0.125	-
3177356	OG0000711	0.1	-
3178428	OG0000448	0.1	-
3179483	OG0000355	0.125	-
3180374	OG0000449	0.27499999999999997	-
3181080	OG0000131	0.35000000000000003	-
3182201	OG0000356	0.4250000000000001	-
3183008	OG0000357	0.225	-
3183888	OG0000358	0.1	-
3184581	OG0000712	0.05	-
3185168	OG0000713	0	-
3186380	OG0000714	0.025	-
3187443	OG0000715	0.025	-
3188291	OG0000716	0.025	-
3189487	OG0000717	0.07500000000000001	-
3190587	OG0000718	0.15	-
3191664	OG0000324	0.125	-
3192306	OG0000719	0.125	-
3193586	OG0000450	0.1	-
3195322	OG0004872	0.125	-
3196756	OG0004853	0.125	-
3197997	OG0004873	0.175	-
3200865	OG0004023	0.2	-
3203198	OG0000720	0.225	-
3204347	OG0000721	0.07500000000000001	-
3206080	OG0000722	0.37500000000000006	-
3208150	OG0003909	0.7000000000000003	-
3209304	OG0000723	1.1	+
3209794	OG0001102	0.5000000000000001	-
3210471	OG0001103	0.225	-
3211472	OG0001104	0.325	-
3212359	OG0004435	0.2	-
3212887	OG0004683	0.3	-
3214264	OG0000724	0.4250000000000001	-
3214743	OG0000725	0.325	-
3215388	OG0004382	0.175	-
3216302	OG0004383	0.175	-
3217311	OG0004384	0.2	-
3218324	OG0004368	0.2	-
3219222	OG0004385	0.225	-
3221075	OG0004386	0.24999999999999997	-
3223156	OG0000726	0.24999999999999997	-
3224421	OG0000727	0.05	-
3225125	OG0000728	0.05	-
3225775	OG0000729	0.025	-
3226301	OG0000730	0.05	-
3227561	OG0000731	0.025	-
3228785	OG0000732	0.025	-
3229707	OG0000733	0.1	-
3231670	OG0004689	0.07500000000000001	-
3232920	OG0004690	0.05	-
3233604	OG0004691	0.05	-
3234393	OG0000734	0.05	-
3235303	OG0000735	0.025	-
3235837	OG0001105	0.125	-
3236774	OG0000098	0.225	-
3238404	OG0000094	0.47500000000000014	-
3240051	OG0003787	0.9250000000000004	+
3241847	OG0000736	0.7750000000000004	-
3242697	OG0001106	0.5250000000000001	-
3242982	OG0000451	0.37500000000000006	-
3243666	OG0000737	0.125	-
3244840	OG0000359	0.125	-
3246807	OG0000738	0.07500000000000001	-
3248992	OG0000452	0.05	-
3251085	OG0000739	0.07500000000000001	-
3252288	OG0000740	0.025	-
3253281	OG0000741	0	-
3254498	OG0000742	0	-
3255184	OG0000743	0	-
3255781	OG0000744	0.05	-
3256569	OG0000453	0.07500000000000001	-
3257697	OG0000745	0.1	-
3258452	OG0000746	0.125	-
3259535	OG0000360	0.1	-
3260816	OG0000747	0.07500000000000001	-
3261668	OG0000748	0.05	-
3262759	OG0000749	0.05	-
3264747	OG0000750	0.07500000000000001	-
3265999	OG0000751	0.175	-
3266888	OG0001107	0.27499999999999997	-
3267869	OG0001108	0.175	-
3269362	OG0001109	0.025	-
3271007	OG0001110	0.025	-
3271860	OG0001111	0	-
3272736	OG0001112	0	-
3274958	OG0001113	0.05	-
3276725	OG0000752	0.07500000000000001	-
3277729	OG0000454	0.07500000000000001	-
3279115	OG0001114	0.1	-
3280842	OG0000753	0.15	-
3283253	OG0001115	0.4250000000000001	-
3284515	OG0000125	0.4000000000000001	-
3285561	OG0000754	0.47500000000000014	-
3286465	OG0000755	0.225	-
3287140	OG0000361	0.125	-
3288058	OG0001116	0.05	-
3289317	OG0001117	0.07500000000000001	-
3290746	OG0001118	0.07500000000000001	-
3291647	OG0001119	0.05	-
3292749	OG0001120	0.025	-
3294214	OG0001121	0.1	-
3296052	OG0000756	1.1999999999999995	+
3297219	OG0000757	1.3499999999999992	+
3298283	OG0000758	0.24999999999999997	-
3298809	OG0000759	0	-
3299332	OG0000760	0	-
3299706	OG0000761	0	-
3300064	OG0000762	0	-
3300405	OG0000763	0	-
3300893	OG0000764	0	-
3301697	OG0000455	0.025	-
3302657	OG0000765	0.125	-
3303323	OG0002288	0.175	-
3304226	OG0001122	0.125	-
3304682	OG0002289	0.1	-
3305551	OG0002290	0.1	-
3306899	OG0000456	0.2	-
3308525	OG0002291	0.2	-
3309473	OG0002292	0.07500000000000001	-
3310829	OG0002293	0.07500000000000001	-
3312614	OG0001123	0.07500000000000001	-
3313909	OG0001124	0	-
3315091	OG0001125	0.4500000000000001	-
3316154	OG0000457	1.0000000000000004	+
3318703	OG0001126	0.9250000000000004	+
3319818	OG0001127	0.175	-
3320678	OG0001128	0.05	-
3321746	OG0000766	0.1	-
3323573	OG0000458	0.4250000000000001	-
3324675	OG0003489	0.6250000000000002	-
3325075	OG0003523	0.47500000000000014	-
3325766	OG0000279	0.47500000000000014	-
3327060	OG0001129	0.4000000000000001	-
3327959	OG0001130	0.325	-
3328596	OG0001131	0.4250000000000001	-
3329415	OG0003684	0.47500000000000014	-
3330089	OG0003685	0.4500000000000001	-
3330869	OG0000459	0.4000000000000001	-
3332363	OG0001132	0.37500000000000006	-
3333383	OG0001133	0.5500000000000002	-
3334218	OG0003187	0.325	-
3334896	OG0003347	0.37500000000000006	-
3335683	OG0003188	0.4250000000000001	-
3336490	OG0003319	0.6000000000000002	-
3337328	OG0001134	0.5500000000000002	-
3338843	OG0001135	0.1	-
3340016	OG0001136	0.025	-
3340529	OG0001137	0	-
3341121	OG0001138	0.025	-
3342042	OG0001139	0.07500000000000001	-
3342952	OG0001140	0.1	-
3343523	OG0001141	0.07500000000000001	-
3343936	OG0001142	0.025	-
3344325	OG0001143	0	-
3344833	OG0001144	0	-
3345801	OG0001145	0	-
3346747	OG0001146	0	-
3347770	OG0001147	0.05	-
3349015	OG0001148	0.05	-
3350735	OG0001149	0	-
3352302	OG0001150	0	-
3353920	OG0001151	0	-
3355369	OG0001152	0	-
3356125	OG0001153	0	-
3356797	OG0001154	0.025	-
3358498	OG0000767	0.025	-
3360602	OG0000362	0.025	-
3361600	OG0000363	0.05	-
3363128	OG0000364	0.125	-
3364566	OG0003539	0.125	-
3366157	OG0001155	0.1	-
3367219	OG0001156	0	-
3368305	OG0001157	0.025	-
3369790	OG0001158	0.05	-
3371167	OG0001159	0.025	-
3371754	OG0001160	0	-
3372295	OG0001161	0.025	-
3373497	OG0001162	0.025	-
3374841	OG0001163	0	-
3375925	OG0001164	0	-
3376663	OG0001165	0	-
3376968	OG0001166	0	-
3377868	OG0001167	0	-
3378727	OG0001168	0	-
3379543	OG0001169	0.025	-
3380362	OG0001170	0.025	-
3380788	OG0001171	0	-
3381252	OG0001172	0	-
3381864	OG0001173	0	-
3382536	OG0001174	0	-
3383339	OG0001175	0	-
3384442	OG0001176	0	-
3385438	OG0001177	0	-
3386235	OG0001178	0	-
3386802	OG0001179	0	-
3387337	OG0001180	0	-
3387985	OG0001181	0	-
3389112	OG0001182	0	-
3389995	OG0001183	0	-
3390502	OG0001184	0	-
3391221	OG0001185	0	-
3391781	OG0001186	0	-
3392446	OG0001187	0.27499999999999997	-
3393123	OG0003396	0.27499999999999997	-
3393810	OG0003397	0.325	-
3395535	OG0003366	0.325	-
3397263	OG0003398	0.35000000000000003	-
3400586	OG0003320	0.37500000000000006	-
3403585	OG0003399	1.2749999999999997	+
3405040	OG0003605	1.5249999999999986	+
3405896	OG0001188	0.7750000000000004	-
3406562	OG0001189	0	-
3407341	OG0001190	0	-
3408479	OG0001191	0.2	-
3409779	OG0000191	0.27499999999999997	-
3410739	OG0001192	0.27499999999999997	-
3411495	OG0001193	0.125	-
3412069	OG0001194	0.05	-
3412979	OG0001195	0.025	-
3413405	OG0001196	0	-
3414402	OG0001197	0	-
3415359	OG0001198	0.025	-
3416395	OG0001199	0.05	-
3417702	OG0001200	0.05	-
3418768	OG0001201	0.025	-
3419907	OG0001202	0	-
3420637	OG0001203	0	-
3420960	OG0001204	0	-
3422171	OG0001205	0	-
3423627	OG0000768	0	-
3424202	OG0000769	0.1	-
3424951	OG0000460	0.125	-
3426266	OG0000770	0.07500000000000001	-
3429045	OG0000461	0.025	-
3431747	OG0000771	0.05	-
3432768	OG0000772	0.025	-
3433318	OG0001206	0	-
3434113	OG0001207	0	-
3435252	OG0001208	0	-
3437049	OG0001209	0.05	-
3438658	OG0001210	0.15	-
3440358	OG0001211	0.175	-
3441278	OG0000773	0.15	-
3442568	OG0004695	0.15	-
3444566	OG0004736	0.175	-
3445811	OG0004706	0.1	-
3447067	OG0004742	0.07500000000000001	-
3447975	OG0004743	0.05	-
3449166	OG0004744	0.05	-
3450755	OG0001212	0.05	-
3451591	OG0001213	0	-
3452769	OG0001214	0.025	-
3454068	OG0001215	0.05	-
3454678	OG0001216	0.175	-
3455354	OG0002294	0.24999999999999997	-
3455969	OG0003382	0.2	-
3456393	OG0003348	0.3	-
3457701	OG0003274	0.4250000000000001	-
3461480	OG0003681	0.37500000000000006	-
3461759	OG0003275	0.325	-
3462813	OG0000462	0.325	-
3463984	OG0000774	0.225	-
3465136	OG0000280	0.1	-
3466075	OG0000463	0.27499999999999997	-
3472613	OG0000464	0.4500000000000001	-
3472994	OG0002295	0.27499999999999997	-
3473529	OG0000775	0.225	-
3474229	OG0001217	0.24999999999999997	-
3474791	OG0001218	0.175	-
3475327	OG0001219	0.24999999999999997	-
3476098	OG0000776	0.27499999999999997	-
3477044	OG0000777	0.225	-
3477787	OG0001220	0.225	-
3478957	OG0000778	0.27499999999999997	-
3480312	OG0000779	0.24999999999999997	-
3481336	OG0000780	0.125	-
3481649	OG0002296	0.05	-
3482026	OG0001221	0.05	-
3482434	OG0002297	0.025	-
3482916	OG0001222	0.025	-
3483643	OG0001223	0	-
3484474	OG0001224	0	-
3485012	OG0001225	0	-
3485402	OG0001226	0.025	-
3485785	OG0002298	0.025	-
3486540	OG0001227	0.025	-
3487431	OG0001228	0	-
3487741	OG0001229	0	-
3488086	OG0001230	0	-
3488529	OG0001231	0	-
3488982	OG0001232	0	-
3489458	OG0001233	0	-
3489840	OG0001234	0	-
3490277	OG0001235	0.025	-
3490719	OG0001236	0.025	-
3491072	OG0001237	0	-
3491550	OG0001238	0	-
3491772	OG0001239	0	-
3492073	OG0001240	0	-
3492641	OG0001241	0	-
3493176	OG0001242	0	-
3493496	OG0001243	0	-
3494062	OG0001244	0	-
3494642	OG0001245	0	-
3495092	OG0001246	0	-
3495720	OG0001247	0	-
3496223	OG0001248	0.07500000000000001	-
3496826	OG0004106	0.24999999999999997	-
3497772	OG0004083	0.5000000000000001	-
3499094	OG0004138	1.1	+
3504831	OG0004119	0.9750000000000004	+
3505271	OG0004120	0.24999999999999997	-
3505746	OG0004121	0.15	-
3506524	OG0004113	0.175	-
3507612	OG0004107	0.175	-
3508279	OG0004122	0.175	-
3508860	OG0000781	0.125	-
3509596	OG0003061	0.05	-
3510003	OG0003062	0.175	-
3511620	OG0004123	0.325	-
3515575	OG0002299	0.325	-
3516964	OG0002300	0	-
3517483	OG0002301	0	-
3517939	OG0002302	0	-
3518270	OG0002303	0	-
3518643	OG0002304	0	-
3519197	OG0002305	0.025	-
3520131	OG0000782	0.025	-
3520867	OG0002306	0.025	-
3521320	OG0002307	0	-
3521810	OG0002308	0.05	-
3522822	OG0000281	0.07500000000000001	-
3524000	OG0000365	0.07500000000000001	-
3525363	OG0002309	0.07500000000000001	-
3526831	OG0002310	0.025	-
3527445	OG0002311	0	-
3528042	OG0002312	0	-
3528734	OG0002313	0	-
3529554	OG0002314	0	-
3530966	OG0002315	0.025	-
3532699	OG0002316	0.05	-
3533676	OG0001249	0.025	-
3534291	OG0002317	0.05	-
3534665	OG0003063	0.025	-
3535140	OG0002318	0.025	-
3536287	OG0002319	0	-
3538411	OG0002320	0	-
3539843	OG0002321	0	-
3540535	OG0002322	0	-
3541643	OG0002323	0.7500000000000003	-
3542665	OG0003064	2.3749999999999956	+
3543399	OG0003575	2.4499999999999953	+
3544606	OG0003634	1.724999999999998	+
3545446	OG0003650	0.9500000000000004	+
3546073	OG0003629	0.8750000000000004	+
3547122	OG0003606	0.8750000000000004	+
3548317	OG0003620	0.8500000000000004	+
3549164	OG0003640	0.8250000000000004	+
3549814	OG0003651	0.8000000000000004	-
3550930	OG0002324	0.8000000000000004	-
3551804	OG0002325	0.05	-
3552514	OG0002326	0.15	-
3554457	OG0002327	0.3	-
3555736	OG0001250	0.175	-
3556597	OG0002328	0.05	-
3557863	OG0002329	0	-
3558611	OG0002330	0.025	-
3559023	OG0003189	0.05	-
3559496	OG0002331	0.1	-
3560155	OG0002332	0.07500000000000001	-
3561941	OG0002333	0.05	-
3563663	OG0002334	0.025	-
3565336	OG0002335	0.025	-
3566797	OG0002336	0.025	-
3567342	OG0002337	0	-
3568007	OG0002338	0	-
3569371	OG0002339	0.05	-
3571423	OG0002340	0.07500000000000001	-
3572987	OG0002341	0.05	-
3574019	OG0002342	0.025	-
3574845	OG0002343	0.05	-
3576340	OG0002344	0.15	-
3578829	OG0002345	0.175	-
3579802	OG0002346	0.175	-
3581160	OG0002347	0.125	-
3581924	OG0002348	0.025	-
3582612	OG0002349	0.025	-
3583922	OG0002350	0.025	-
3585688	OG0002351	0	-
3587936	OG0002352	0.05	-
