locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHCJGCNO_03706	CDS	867	rhaR_4			HTH-type transcriptional activator RhaR
MHCJGCNO_03707	CDS	1662	aspT_2			Aspartate/alanine antiporter
MHCJGCNO_03708	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
MHCJGCNO_03709	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
MHCJGCNO_03710	CDS	261				hypothetical protein
MHCJGCNO_03711	CDS	1215				hypothetical protein
MHCJGCNO_03712	CDS	1101	cbrA		COG0644	Protein CbrA
MHCJGCNO_03713	CDS	1293	dgoT			D-galactonate transporter
MHCJGCNO_03714	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
MHCJGCNO_03715	CDS	618	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MHCJGCNO_03716	CDS	879	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MHCJGCNO_03717	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
MHCJGCNO_03718	CDS	657				hypothetical protein
MHCJGCNO_03719	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MHCJGCNO_03720	CDS	399				hypothetical protein
MHCJGCNO_03721	CDS	2415	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
MHCJGCNO_03722	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
MHCJGCNO_03723	CDS	1101	dnaN		COG0592	Beta sliding clamp
MHCJGCNO_03724	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MHCJGCNO_03725	CDS	141	rpmH		COG0230	50S ribosomal protein L34
MHCJGCNO_03726	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
MHCJGCNO_03727	CDS	1647	yidC			Membrane protein insertase YidC
MHCJGCNO_03728	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MHCJGCNO_03729	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
MHCJGCNO_03730	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
MHCJGCNO_03731	CDS	1176	mdtL			Multidrug resistance protein MdtL
MHCJGCNO_03732	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
MHCJGCNO_03733	CDS	750				hypothetical protein
MHCJGCNO_03734	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
MHCJGCNO_03735	CDS	1338	adeP		COG2252	Adenine permease AdeP
MHCJGCNO_03736	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
MHCJGCNO_03737	CDS	474	cbrB			Inner membrane protein CbrB
MHCJGCNO_03738	CDS	723	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
MHCJGCNO_03739	CDS	1170	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
MHCJGCNO_03740	CDS	1617	bglH_3		COG4580	Cryptic outer membrane porin BglH
MHCJGCNO_03741	CDS	1395	bglB	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglB
MHCJGCNO_03742	CDS	1875	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
MHCJGCNO_03743	CDS	837	bglG		COG3711	Cryptic beta-glucoside bgl operon antiterminator
MHCJGCNO_03744	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
MHCJGCNO_03745	CDS	774	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
MHCJGCNO_03746	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
MHCJGCNO_03747	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
MHCJGCNO_03748	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
MHCJGCNO_03749	CDS	1830	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MHCJGCNO_03750	CDS	1371	glmU_2		COG1207	Bifunctional protein GlmU
MHCJGCNO_03751	CDS	420	atpC		COG0355	ATP synthase epsilon chain
MHCJGCNO_03752	CDS	1383	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
MHCJGCNO_03753	CDS	864	atpG		COG0224	ATP synthase gamma chain
MHCJGCNO_03754	CDS	1542	atpA	7.1.2.2		ATP synthase subunit alpha
MHCJGCNO_03755	CDS	534	atpH		COG0712	ATP synthase subunit delta
MHCJGCNO_03756	CDS	471	atpF		COG0711	ATP synthase subunit b
MHCJGCNO_03757	CDS	240	atpE		COG0636	ATP synthase subunit c
MHCJGCNO_03758	CDS	816	atpB		COG0356	ATP synthase subunit a
MHCJGCNO_03759	CDS	381	atpI		COG3312	ATP synthase protein I
MHCJGCNO_03760	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
MHCJGCNO_03761	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
MHCJGCNO_03762	CDS	444	mioC		COG0716	Protein MioC
MHCJGCNO_03763	CDS	459	asnC		COG1522	Regulatory protein AsnC
MHCJGCNO_03764	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
MHCJGCNO_03765	CDS	1452	viaA		COG2425	Protein ViaA
MHCJGCNO_03766	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
MHCJGCNO_03767	CDS	1869	kup			Low affinity potassium transport system protein kup
MHCJGCNO_03768	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
MHCJGCNO_03769	CDS	1506	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MHCJGCNO_03770	CDS	966	rbsC_3		COG1172	Ribose import permease protein RbsC
MHCJGCNO_03771	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
MHCJGCNO_03772	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
MHCJGCNO_03773	CDS	993	rbsR		COG1609	Ribose operon repressor
MHCJGCNO_03774	CDS	1428	hsrA			putative transport protein HsrA
MHCJGCNO_03775	CDS	693	nanR_2		COG2186	HTH-type transcriptional repressor NanR
MHCJGCNO_03776	rRNA	1538				16S ribosomal RNA
MHCJGCNO_03777	tRNA	76				tRNA-Glu(ttc)
MHCJGCNO_03778	rRNA	2901				23S ribosomal RNA
MHCJGCNO_03779	rRNA	111				5S ribosomal RNA
MHCJGCNO_03780	tRNA	77				tRNA-Asp(gtc)
MHCJGCNO_03781	tRNA	76				tRNA-Trp(cca)
MHCJGCNO_03782	CDS	840	hdfR_3			HTH-type transcriptional regulator HdfR
MHCJGCNO_03783	CDS	339				hypothetical protein
MHCJGCNO_03784	CDS	1521	comM		COG0606	Competence protein ComM
MHCJGCNO_03785	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
MHCJGCNO_03786	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
MHCJGCNO_03787	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MHCJGCNO_03788	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
MHCJGCNO_03789	CDS	1548	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
MHCJGCNO_03790	CDS	975	hdfR_4			HTH-type transcriptional regulator HdfR
MHCJGCNO_03791	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
MHCJGCNO_03792	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
MHCJGCNO_03793	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
MHCJGCNO_03794	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
MHCJGCNO_03795	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
MHCJGCNO_03796	CDS	330	trxA		COG0526	Thioredoxin 1
MHCJGCNO_03797	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MHCJGCNO_03798	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
MHCJGCNO_03799	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
MHCJGCNO_03800	CDS	1131	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
MHCJGCNO_03801	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
MHCJGCNO_03802	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
MHCJGCNO_03803	CDS	882	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
MHCJGCNO_03804	CDS	675	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
MHCJGCNO_03805	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
MHCJGCNO_03806	CDS	1251	wzxE		COG2244	Lipid III flippase
MHCJGCNO_03807	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
MHCJGCNO_03808	CDS	1353	wzyE			putative ECA polymerase
MHCJGCNO_03809	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
MHCJGCNO_03810	CDS	1386	yifK		COG1113	putative transport protein YifK
MHCJGCNO_03811	tRNA	77				tRNA-Arg(ccg)
MHCJGCNO_03812	tRNA	76				tRNA-His(gtg)
MHCJGCNO_03813	tRNA	87				tRNA-Leu(cag)
MHCJGCNO_03814	tRNA	77				tRNA-Pro(tgg)
MHCJGCNO_03815	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
MHCJGCNO_03816	CDS	1656		3.1.6.-	COG3119	N-acetylgalactosamine-6-O-sulfatase
MHCJGCNO_03817	CDS	1197	hemY		COG3071	Protein HemY
MHCJGCNO_03818	CDS	1182	hemX		COG2959	Protein HemX
MHCJGCNO_03819	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
MHCJGCNO_03820	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
MHCJGCNO_03821	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
MHCJGCNO_03822	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
MHCJGCNO_03823	CDS	234				hypothetical protein
MHCJGCNO_03824	CDS	204				hypothetical protein
MHCJGCNO_03825	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MHCJGCNO_03826	CDS	708				hypothetical protein
MHCJGCNO_03827	CDS	897	xerC_3		COG4973	Tyrosine recombinase XerC
MHCJGCNO_03828	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
MHCJGCNO_03829	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
MHCJGCNO_03830	CDS	903	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
MHCJGCNO_03831	CDS	765				hypothetical protein
MHCJGCNO_03832	CDS	951	corA		COG0598	Magnesium transport protein CorA
MHCJGCNO_03833	CDS	498				hypothetical protein
MHCJGCNO_03834	CDS	849				hypothetical protein
MHCJGCNO_03835	CDS	891	rarD		COG2962	Protein RarD
MHCJGCNO_03836	CDS	468				hypothetical protein
MHCJGCNO_03837	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
MHCJGCNO_03838	CDS	1836	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MHCJGCNO_03839	CDS	621	rhtC_2		COG1280	Threonine efflux protein
MHCJGCNO_03840	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
MHCJGCNO_03841	CDS	1023	pldB	3.1.1.5	COG2267	Lysophospholipase L2
MHCJGCNO_03842	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
MHCJGCNO_03843	CDS	900	bioP		COG0697	Biotin transporter
MHCJGCNO_03844	CDS	954	metR			HTH-type transcriptional regulator MetR
MHCJGCNO_03845	CDS	2262	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MHCJGCNO_03846	CDS	258				hypothetical protein
MHCJGCNO_03847	CDS	429				hypothetical protein
MHCJGCNO_03848	CDS	294	hcpA_5		COG3157	Major exported protein
MHCJGCNO_03849	CDS	558	hxlB_2	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
MHCJGCNO_03850	CDS	1509	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MHCJGCNO_03851	CDS	1998	tktA_2	2.2.1.1	COG0021	Transketolase 1
MHCJGCNO_03852	CDS	846	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
MHCJGCNO_03853	CDS	906	yahB_3			putative HTH-type transcriptional regulator YahB
MHCJGCNO_03854	CDS	1224	codB_2		COG1457	Cytosine permease
MHCJGCNO_03855	CDS	390	atzF	3.5.1.54		Allophanate hydrolase
MHCJGCNO_03856	CDS	957	arcC1_3	2.7.2.2		Carbamate kinase 1
MHCJGCNO_03857	CDS	1476				hypothetical protein
MHCJGCNO_03858	CDS	1560	fdrA_3		COG0074	Protein FdrA
MHCJGCNO_03859	CDS	861				hypothetical protein
MHCJGCNO_03860	CDS	669	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
MHCJGCNO_03861	CDS	810	clcD	3.1.1.45		Carboxymethylenebutenolidase
MHCJGCNO_03862	CDS	765	udp	2.4.2.3	COG2820	Uridine phosphorylase
MHCJGCNO_03863	CDS	1491				hypothetical protein
MHCJGCNO_03864	CDS	507				hypothetical protein
MHCJGCNO_03865	CDS	975				hypothetical protein
MHCJGCNO_03866	CDS	630	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MHCJGCNO_03867	CDS	1005	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MHCJGCNO_03868	CDS	768	xynR		COG1414	HTH-type transcriptional regulator XynR
MHCJGCNO_03869	CDS	1428				hypothetical protein
MHCJGCNO_03870	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MHCJGCNO_03871	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
MHCJGCNO_03872	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
MHCJGCNO_03873	CDS	270	tatA		COG1826	Sec-independent protein translocase protein TatA
MHCJGCNO_03874	CDS	516	tatB		COG1826	Sec-independent protein translocase protein TatB
MHCJGCNO_03875	CDS	777	tatC		COG0805	Sec-independent protein translocase protein TatC
MHCJGCNO_03876	CDS	783	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
MHCJGCNO_03877	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
MHCJGCNO_03878	CDS	1494	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MHCJGCNO_03879	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
MHCJGCNO_03880	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadA
MHCJGCNO_03881	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
MHCJGCNO_03882	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
MHCJGCNO_03883	CDS	615	yigZ		COG1739	IMPACT family member YigZ
MHCJGCNO_03884	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
MHCJGCNO_03885	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
MHCJGCNO_03886	rRNA	1538				16S ribosomal RNA
MHCJGCNO_03887	tRNA	77				tRNA-Ile(gat)
MHCJGCNO_03888	tRNA	76				tRNA-Ala(tgc)
MHCJGCNO_03889	rRNA	2901				23S ribosomal RNA
MHCJGCNO_03890	rRNA	111				5S ribosomal RNA
MHCJGCNO_03891	CDS	528	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
MHCJGCNO_03892	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
MHCJGCNO_03893	CDS	270	yihD		COG3084	Protein YihD
MHCJGCNO_03894	CDS	987	srkA	2.7.11.1	COG2334	Stress response kinase A
MHCJGCNO_03895	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
MHCJGCNO_03896	CDS	1431	ydgA_2		COG5339	Protein YdgA
MHCJGCNO_03897	CDS	933	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
MHCJGCNO_03898	CDS	186				hypothetical protein
MHCJGCNO_03899	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
MHCJGCNO_03900	CDS	633	engB		COG0218	putative GTP-binding protein EngB
MHCJGCNO_03901	CDS	510	yihI		COG3078	Der GTPase-activating protein YihI
MHCJGCNO_03902	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
MHCJGCNO_03903	CDS	111	yshB			putative protein YshB
MHCJGCNO_03904	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
MHCJGCNO_03905	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
MHCJGCNO_03906	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
MHCJGCNO_03907	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
MHCJGCNO_03908	CDS	699	ybhA_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
MHCJGCNO_03909	CDS	858				hypothetical protein
MHCJGCNO_03910	CDS	1239				hypothetical protein
MHCJGCNO_03911	CDS	873				hypothetical protein
MHCJGCNO_03912	CDS	987				hypothetical protein
MHCJGCNO_03913	CDS	846				hypothetical protein
MHCJGCNO_03914	CDS	789	csqR		COG1349	HTH-type transcriptional repressor CsqR
MHCJGCNO_03915	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
MHCJGCNO_03916	CDS	879	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
MHCJGCNO_03917	CDS	888	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
MHCJGCNO_03918	CDS	1011	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
MHCJGCNO_03919	CDS	1434	ygcS_3			Inner membrane metabolite transport protein YgcS
MHCJGCNO_03920	CDS	1350	abaF_2			Fosfomycin resistance protein AbaF
MHCJGCNO_03921	CDS	888				hypothetical protein
MHCJGCNO_03922	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
MHCJGCNO_03923	CDS	873				hypothetical protein
MHCJGCNO_03924	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
MHCJGCNO_03925	CDS	942				hypothetical protein
MHCJGCNO_03926	CDS	909	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
MHCJGCNO_03927	CDS	312	higB-2_1		COG2026	Toxin HigB-2
MHCJGCNO_03928	CDS	291				hypothetical protein
MHCJGCNO_03929	CDS	213				hypothetical protein
MHCJGCNO_03930	CDS	279				hypothetical protein
MHCJGCNO_03931	CDS	219				hypothetical protein
MHCJGCNO_03932	CDS	930	fdhE		COG3058	Protein FdhE
MHCJGCNO_03933	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
MHCJGCNO_03934	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
MHCJGCNO_03935	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MHCJGCNO_03936	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
MHCJGCNO_03937	CDS	834	fdhD		COG1526	Sulfur carrier protein FdhD
MHCJGCNO_03938	CDS	555				hypothetical protein
MHCJGCNO_03939	CDS	1395				hypothetical protein
MHCJGCNO_03940	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
MHCJGCNO_03941	CDS	825	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
MHCJGCNO_03942	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
MHCJGCNO_03943	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
MHCJGCNO_03944	CDS	837	rhaS_4			HTH-type transcriptional activator RhaS
MHCJGCNO_03945	CDS	939	rhaR_5			HTH-type transcriptional activator RhaR
MHCJGCNO_03946	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
MHCJGCNO_03947	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
MHCJGCNO_03948	CDS	984	kdgT			2-keto-3-deoxygluconate permease
MHCJGCNO_03949	CDS	675	yiiM		COG2258	Protein YiiM
MHCJGCNO_03950	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
MHCJGCNO_03951	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
MHCJGCNO_03952	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
MHCJGCNO_03953	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
MHCJGCNO_03954	CDS	105				hypothetical protein
MHCJGCNO_03955	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
MHCJGCNO_03956	CDS	990	sbp		COG1613	Sulfate-binding protein
MHCJGCNO_03957	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
MHCJGCNO_03958	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
MHCJGCNO_03959	CDS	600				hypothetical protein
MHCJGCNO_03960	CDS	441				hypothetical protein
MHCJGCNO_03961	CDS	300				hypothetical protein
MHCJGCNO_03962	CDS	429	uspD		COG0589	Universal stress protein D
MHCJGCNO_03963	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
MHCJGCNO_03964	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
MHCJGCNO_03965	CDS	1509	glpK	2.7.1.30	COG0554	Glycerol kinase
MHCJGCNO_03966	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
MHCJGCNO_03967	CDS	240	zapB		COG3074	Cell division protein ZapB
MHCJGCNO_03968	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
MHCJGCNO_03969	CDS	927	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MHCJGCNO_03970	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
MHCJGCNO_03971	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
MHCJGCNO_03972	CDS	855	ftsN		COG3087	Cell division protein FtsN
MHCJGCNO_03973	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
MHCJGCNO_03974	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
MHCJGCNO_03975	CDS	213	rpmE		COG0254	50S ribosomal protein L31
MHCJGCNO_03976	CDS	609				hypothetical protein
MHCJGCNO_03977	CDS	318	metJ		COG3060	Met repressor
MHCJGCNO_03978	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MHCJGCNO_03979	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
MHCJGCNO_03980	CDS	861	tsx_2		COG3248	Nucleoside-specific channel-forming protein Tsx
MHCJGCNO_03981	CDS	1620	mggB_1	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
MHCJGCNO_03982	CDS	1551	mggB_2	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
MHCJGCNO_03983	CDS	1125				hypothetical protein
MHCJGCNO_03984	CDS	1554	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
MHCJGCNO_03985	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
MHCJGCNO_03986	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
MHCJGCNO_03987	CDS	906	yijE			putative cystine transporter YijE
MHCJGCNO_03988	CDS	618				hypothetical protein
MHCJGCNO_03989	CDS	1104	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
MHCJGCNO_03990	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
MHCJGCNO_03991	CDS	2502	fryA_2		COG1080	Multiphosphoryl transfer protein 1
MHCJGCNO_03992	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
MHCJGCNO_03993	CDS	321	fryB_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
MHCJGCNO_03994	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
MHCJGCNO_03995	CDS	879	cutD_2	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
MHCJGCNO_03996	CDS	342	frwD_2	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
MHCJGCNO_03997	CDS	852	rhaS_5			HTH-type transcriptional activator RhaS
MHCJGCNO_03998	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
MHCJGCNO_03999	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
MHCJGCNO_04000	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
MHCJGCNO_04001	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
MHCJGCNO_04002	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MHCJGCNO_04003	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MHCJGCNO_04004	CDS	1215	rspA_2		COG4948	Starvation-sensing protein RspA
MHCJGCNO_04005	CDS	1284	lgoT			putative L-galactonate transporter
MHCJGCNO_04006	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
MHCJGCNO_04007	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
MHCJGCNO_04008	CDS	1167	hipO	3.5.1.32	COG1473	Hippurate hydrolase
MHCJGCNO_04009	CDS	1317	kgtP_2			Alpha-ketoglutarate permease
MHCJGCNO_04010	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
MHCJGCNO_04011	CDS	360	yijD			Inner membrane protein YijD
MHCJGCNO_04012	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
MHCJGCNO_04013	CDS	1845	btuB_2		COG4206	Vitamin B12 transporter BtuB
MHCJGCNO_04014	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
MHCJGCNO_04015	rRNA	1538				16S ribosomal RNA
MHCJGCNO_04016	tRNA	76				tRNA-Glu(ttc)
MHCJGCNO_04017	rRNA	2901				23S ribosomal RNA
MHCJGCNO_04018	rRNA	111				5S ribosomal RNA
MHCJGCNO_04019	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MHCJGCNO_04020	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MHCJGCNO_04021	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
MHCJGCNO_04022	tRNA	76				tRNA-Thr(tgt)
MHCJGCNO_04023	tRNA	85				tRNA-Tyr(gta)
